sex,rings,length_mm,diameter_mm,height_mm,whole_weight_g,shucked_weight_g,viscera_weight_g,shell_weight_g
I,8,77,57.99999999999999,18,47.3,20,10.100000000000001,15.2
I,7,77,56.00000000000001,19,51.4,23.799999999999997,11.799999999999999,14.000000000000002
I,8,77,60,18,61.6,30.5,11.200000000000001,16.7
I,7,78,60,18,50.4,21.3,10.6,16
I,7,78,56.99999999999999,20,56.2,25.5,12.4,15.4
I,7,78,57.99999999999999,20,44.5,19,9.3,14.6
I,8,82,60,18,60.8,25.8,14.2,19.1
I,8,82,60,18,56.00000000000001,28.199999999999996,11.5,15
I,7,83,65,20,62.6,27.800000000000004,12.5,19.3
I,8,85,65,22,63.4,27,9.6,18
I,7,85,63,16,60.6,26.200000000000003,11.700000000000001,19
I,7,87,67,20,65.9,25.8,14.000000000000002,22
I,6,87,65,22,73.4,31.900000000000002,16,21
I,8,90,68,19,64.9,27.700000000000003,12.8,21
I,7,90,67,22,83.89999999999999,36.199999999999996,17,26.900000000000002
I,10,91,72,23,91.4,41.699999999999996,17.1,29.4
I,7,92,70,22,80,35.199999999999996,16.6,24.099999999999998
I,7,92,71,22,85.1,40.300000000000004,16.2,26
I,9,93,74,24,87.3,37.6,16.3,29.4
I,8,93,69,22,78.60000000000001,36.5,14.7,24
I,8,94,71,25,99.8,42,19.7,31
I,8,95,72,28.999999999999996,126.49999999999999,56.49999999999999,27.400000000000002,38
M,7,95,72,20,85.7,39.300000000000004,19.8,22.400000000000002
I,8,95,72,25,98.1,41,26.1,25
I,9,96,74,25,94.8,35.8,20.7,35
I,8,96,74,24,107.2,50.2,22.8,30
M,8,96,71,32,92.80000000000001,44.2,21.2,47.8
I,7,97,75,26,120.5,58.699999999999996,25.7,32
I,8,98,75,23,92.30000000000001,40.8,18.9,28.599999999999998
I,8,98,80,27,124.8,60.699999999999996,25.7,33.800000000000004
I,8,99,74,25,94.3,41.5,18.2,30
I,8,99,80,21,120.39999999999999,50.1,25.3,38
I,8,100,80,24,123.2,52.2,28.599999999999998,38.7
I,8,100,78,24,119.10000000000001,49.1,29.4,34.599999999999994
I,9,100,75,28.000000000000004,111.80000000000001,47.5,27,33.800000000000004
I,7,102,79,26,120.5,56.2,28.599999999999998,32.4
F,6,103,75,22,121.30000000000001,60.099999999999994,26.200000000000003,30
I,9,103,72,25,94.5,36.3,25,27.6
I,10,103,70,21,94.89999999999999,42.6,24.6,25.5
I,8,103,79,25,132.7,64,28.000000000000004,34
I,8,103,78,25,114.1,47.599999999999994,25.3,37
I,9,104,82,28.999999999999996,129.20000000000002,59.3,31.900000000000002,33
I,7,104,78,26,110.9,47.099999999999994,21.9,37.9
M,8,105,83,28.999999999999996,169,70.5,32.7,57.49999999999999
I,9,105,78,24,132.8,62.3,29.4,35.6
I,8,105,76,27,123,52.2,31.8,35
I,7,105,80,28.000000000000004,130.8,61,32,33.800000000000004
M,9,105,80,31,141.4,56.39999999999999,32.1,45
I,7,106,84,24,119.30000000000001,51.1,28.199999999999996,35.4
I,10,106,86,27,125.1,49,29.099999999999998,42.699999999999996
I,9,106,80,28.999999999999996,111.00000000000001,38.7,26.1,39
I,11,106,84,26,167.3,74.9,33.4,49.8
I,7,107,80,26,131.4,56.699999999999996,32.4,35
I,9,108,86,34,167.2,74.5,36.3,48
I,9,108,85,28.000000000000004,148.4,64,27.900000000000002,50
I,9,108,86,28.000000000000004,163.9,78.7,34.5,45.9
M,10,108,91,28.000000000000004,194.4,83.8,51,53.800000000000004
I,9,108,84,28.000000000000004,125.49999999999999,50.1,23.5,47
I,10,108,85,26,144.1,59.099999999999994,33.800000000000004,45
I,8,108,85,27,137.20000000000002,69.5,30.9,42.6
I,9,109.00000000000001,80,26,137.20000000000002,65.7,29.099999999999998,36
I,8,109.00000000000001,75,24,108.60000000000001,47.5,23.1,34.5
I,8,109.00000000000001,84,25,143.4,71.6,22.400000000000002,44
M,10,110.00000000000001,87,28.000000000000004,152.5,65.4,33.7,51.800000000000004
I,9,110.00000000000001,85,30,127.8,53.800000000000004,26.900000000000002,43.4
I,12,110.00000000000001,84,27,163.2,79.9,29.7,46
I,8,110.00000000000001,83,28.999999999999996,156.29999999999998,74.6,32,44.3
I,8,110.00000000000001,85,30,153.29999999999998,67.80000000000001,35.199999999999996,42
I,9,111.00000000000001,79,26,111.7,44.4,24.9,34
I,8,111.00000000000001,87,28.000000000000004,153,78.9,30,41.199999999999996
I,11,111.00000000000001,92,28.999999999999996,180.1,76.9,31.6,55.300000000000004
I,10,112.00000000000001,89,30,164.5,73.7,37.4,47.199999999999996
I,8,112.00000000000001,88,26,144.70000000000002,69.8,29.799999999999997,40
M,10,112.00000000000001,85,27,169.79999999999998,65.3,44.2,52.900000000000006
I,9,112.99999999999999,84,31,148.6,62,37.2,46.2
F,9,112.99999999999999,88,30,172.6,87,29.799999999999997,54
M,9,112.99999999999999,88,25,160.4,71.89999999999999,36.5,43
M,10,112.99999999999999,86,30,166.2,84.89999999999999,34.699999999999996,43.8
F,8,113.99999999999999,90,27,156.1,66.9,37,42
M,9,113.99999999999999,90,28.000000000000004,159,67.7,29.599999999999998,49
I,9,113.99999999999999,87,34,169.6,80,33.2,50
I,10,113.99999999999999,86,28.999999999999996,166.6,70.8,28.799999999999997,56.3
I,9,113.99999999999999,89,31,173.4,74.1,34.1,56.00000000000001
I,12,113.99999999999999,89,28.999999999999996,148.10000000000002,61.199999999999996,34.4,36.5
M,8,114.99999999999999,91,33,173.4,75.3,36.1,53.6
I,10,114.99999999999999,85,27,159.3,72.8,39.2,47.8
F,10,114.99999999999999,94,31,223.20000000000002,101.8,47.599999999999994,68
I,9,114.99999999999999,90,25,156,65.5,37.6,47
M,10,114.99999999999999,94,37,197,74.9,43.5,71
F,8,114.99999999999999,93,39,199.3,83.39999999999999,49.4,94
I,9,114.99999999999999,89,34,160.3,69.5,29.299999999999997,50
I,10,114.99999999999999,90,27,161.4,72.3,35.199999999999996,50.8
F,8,114.99999999999999,87,30,206.1,92.10000000000001,43.6,72
M,9,114.99999999999999,89,32,167.79999999999998,80.10000000000001,39.6,47.8
M,13,114.99999999999999,88,32,192.3,96.6,33.2,55.00000000000001
F,8,115.99999999999999,87,30,166.79999999999998,85.6,30.3,46
M,10,115.99999999999999,92,31,206.70000000000002,93.8,44.5,59
M,10,115.99999999999999,86,26,159.60000000000002,73,34.599999999999994,45.7
I,9,115.99999999999999,89,25,141.9,60.6,28.1,47
F,10,117,89,28.000000000000004,182.6,86.1,44.1,50.6
M,10,118,98,33,241.4,111.80000000000001,47,61.8
I,10,118,90,28.999999999999996,204.4,85.6,53.6,53
I,11,118,92,28.999999999999996,180.29999999999998,83.8,35.699999999999996,52
F,8,119,87,30,180,83.5,34,53
M,10,119,90,28.000000000000004,167.6,79.3,38.800000000000004,43.4
M,10,119,90,28.999999999999996,191.79999999999998,92.60000000000001,41.3,50.7
I,8,119,92,30,166.70000000000002,75.4,38.5,47
F,8,120,92,31,194.70000000000002,85.39999999999999,40.9,60
F,9,120,95,30,225.99999999999997,114.99999999999999,39.2,61
M,9,120,96,33,183.29999999999998,82.69999999999999,39.300000000000004,54.50000000000001
I,8,120,96,34,183.5,76,44.5,57.99999999999999
F,10,120,96,36,212.9,89.9,49.1,65
M,9,120,94,33,211.79999999999998,100.8,48.199999999999996,55.00000000000001
M,10,120,94,32,238.79999999999998,112.5,60.9,52.7
F,9,121,91,28.999999999999996,195.5,93.60000000000001,35.5,55.00000000000001
M,8,121,95,28.999999999999996,176.8,76.7,38.1,54
I,9,121,94,28.999999999999996,160.5,75.8,45.300000000000004,44
F,8,121,96,28.000000000000004,198.2,94.69999999999999,46.9,48
F,9,121,94,31,194.79999999999998,78.60000000000001,44.800000000000004,66.9
F,11,121,101,36,286.8,145.70000000000002,52.800000000000004,86.2
M,10,122,95,31,196.6,91.3,45.6,53.2
F,10,122,93,32,214.5,96.7,50.3,56.00000000000001
F,12,122,97,30,248.1,120.5,58.3,61.7
M,9,122,94,32,204.4,89.8,46.9,58.9
F,10,122,95,32,223.1,76.7,44.6,75.8
I,9,122,93,25,184.5,87.2,38,52
M,9,122,94,34,223.70000000000002,104.5,48.1,62
F,7,122,97,36,255.9,114.7,57.099999999999994,71
M,10,123,94,32,203.5,94.6,47.9,56.00000000000001
M,9,123,95,35,244.79999999999998,120.7,52.2,62.2
I,12,124,97,36,230.79999999999998,98.7,51.2,63
F,12,124,103,31,265.09999999999997,133.7,52.1,67
M,13,124,103,35,244.20000000000002,107,48.199999999999996,79
F,11,124,108,33,227.8,99.9,48.699999999999996,71.39999999999999
I,11,124,98,32,213.20000000000002,89.2,49.2,61
F,12,124,96,36,244.3,116.39999999999999,53.900000000000006,62.6
I,9,124,94,28.000000000000004,171.3,71.89999999999999,32,59
I,10,124,90,27,184.8,71.6,45.300000000000004,59.3
M,12,124,96,30,253.2,125.69999999999999,51.5,61.8
F,9,124,96,35,208.1,92.80000000000001,44.5,60
M,11,125,98,33,223.3,97.89999999999999,52.300000000000004,66.5
M,10,125,95,32,216.9,100.1,47.099999999999994,62.1
M,9,125,100,34,219.70000000000002,92.9,44,70.8
I,12,125,94,31,239.1,128.6,41.099999999999994,62.9
F,10,125,97,35,272.40000000000003,135.3,52.300000000000004,74.1
I,9,125,97,30,208.8,87.6,57.3,55.60000000000001
M,9,126,101,34,218.29999999999998,92.30000000000001,53.2,60
F,8,126,100,36,239.29999999999998,102.8,46.5,79.9
M,11,126,98,34,234.90000000000003,105.1,54.6,67.80000000000001
M,10,126,97,33,246.60000000000002,131.29999999999998,46.300000000000004,60.699999999999996
M,11,126,99,35,253.9,121,54.2,65.60000000000001
I,13,127,100,33,297.8,143,68.89999999999999,72.3
M,12,127,100,34,286.90000000000003,122.2,61.8,83.6
F,10,127,98,35,248.70000000000002,116.10000000000001,62.6,61
F,9,127,98,34,252.3,107.69999999999999,53.300000000000004,76
F,10,128,101,33,244.70000000000002,104.3,53.900000000000006,72
M,10,128,103,36,249.40000000000003,109.5,58.5,73.7
M,11,128,105,37,341.40000000000003,152.6,84.1,88.7
M,10,129,101,30,232.10000000000002,103.8,52.300000000000004,67
M,12,129,100,35,257.2,112.9,57.599999999999994,77.2
M,14,129,100,38,311.90000000000003,148.2,74.3,76.9
M,9,129,102,38,294.9,121,69,96
M,10,129,102,39,245.2,117.7,44.3,74.9
M,9,129,102,32,266,133.29999999999998,61.8,63.4
F,9,129,102,32,248.3,116.3,55.2,63
M,10,129,100,35,267.5,110.80000000000001,61.6,83
F,10,129,102,38,272.6,114.6,72.39999999999999,72
M,9,129,97,30,244.3,113.9,54.7,66
F,12,129,96,38,274.2,138.5,58.099999999999994,70
F,9,130,99,31,267.4,123,63.9,67
M,11,130,101,38,254.8,118,46,78.2
M,11,130,105,37,297.6,133,67.4,75.6
M,9,130,102,32,276.7,127.69999999999999,58.099999999999994,73.3
M,10,131,110.00000000000001,36,254.8,117.19999999999999,56.2,73
F,9,131,102,30,208.6,95.89999999999999,44.6,61
F,12,131,101,38,269.7,118.7,54.900000000000006,85
F,11,131,101,39,288.09999999999997,137.6,76.1,72.6
M,9,132,100,33,263.9,133.4,53.800000000000004,68.2
F,12,132,107,35,303.5,142.2,62.5,83
M,10,132,106,39,310.1,130.1,65.9,99
M,14,132,102,33,327.5,153.7,70.89999999999999,78.5
M,11,133,105,35,288.6,132.7,76.9,70.6
M,11,133,101,32,257.8,122.9,50.6,73.3
F,11,133,101,32,258.3,126.2,58.5,64
M,12,133,104,35,274.5,121.2,64,79
M,9,133,100,35,259.5,121.50000000000001,62.8,63
M,12,134,101,32,251.7,125.1,62.2,61.6
M,11,134,104,33,278,142.2,57.3,60
F,13,134,104,38,264,104.69999999999999,61.9,85.5
F,10,134,110.00000000000001,31,313.2,171.6,67.80000000000001,70.8
F,11,134,108,39,323.8,148,66.10000000000001,93
M,13,135,105,32,256.70000000000005,114.39999999999999,55.1,70.89999999999999
F,10,135,102,39,276.4,120.9,63.5,79.3
M,10,136,104,39,290.7,118.39999999999999,78.2,82.5
F,11,136,102,40,321.5,142.79999999999998,67.80000000000001,94.1
M,11,137,104,30,274.7,143.70000000000002,58.599999999999994,64
F,11,137,112.99999999999999,35,327.59999999999997,155.5,75,87.6
F,12,138,110.00000000000001,40,313.8,137.4,73.5,92
M,10,140,112.99999999999999,35,371.3,168.9,78.7,108
F,15,140,107,35,354.59999999999997,136.1,96,102.4
F,11,141,109.00000000000001,34,316,128.7,91.3,53
M,11,142,114.99999999999999,43,401.79999999999995,197.9,89.5,100.4
F,12,142,113.99999999999999,39,396.09999999999997,198.5,98.5,96
F,10,142,108,41,316.1,160.4,57.4,87
M,11,142,112.00000000000001,44,403,184.3,90.8,113.19999999999999
M,10,144,113.99999999999999,40,365.5,183.8,73.2,97
M,13,144,110.00000000000001,41,425,229.1,88.5,102.2
F,7,144,105,36,289,126.2,64.3,87
F,14,145,112.99999999999999,42,428.5,206,97.39999999999999,100.6
F,11,146,112.00000000000001,38,388.5,159.8,103.89999999999999,113.1
M,11,147,118,43,349.40000000000003,145.5,80.60000000000001,111.4
F,12,148,112.99999999999999,41,423.80000000000007,193.1,103.69999999999999,96.39999999999999
F,11,150,112.99999999999999,43,387.59999999999997,154.7,96.5,114.99999999999999
M,12,150,119,41,444.09999999999997,216.6,84.2,126
M,12,154,124,39,503.09999999999997,223.1,128.29999999999998,128.4
M,12,155,126,50,555.9,269.7,152,115.6
I,5,55.00000000000001,35,18,46.300000000000004,19.2,11.4,14.099999999999998
I,6,75,49,20,78.8,33.2,18.2,22.5
F,7,75,54,27,119.39999999999999,54.400000000000006,26.200000000000003,33.5
M,7,78,56.00000000000001,25,112.79999999999998,60.699999999999996,19.1,28.599999999999998
I,8,87,60,24,119.30000000000001,51.800000000000004,27.800000000000004,32.9
M,7,89,64,24,82.8,39.800000000000004,18,23.400000000000002
I,6,91,67,21,84.39999999999999,45.800000000000004,17.299999999999997,20
I,8,91,65,27,164,80.10000000000001,34.300000000000004,42.199999999999996
I,8,91,69,22,86.8,41.4,17.1,24.3
I,10,93,65,28.000000000000004,152.29999999999998,72.39999999999999,30.7,41.8
M,7,93,72,23,115.9,59,27.900000000000002,24
I,8,97,73,21,104.1,39,24.6,36.4
M,9,97,74,31,193.6,83.8,49.1,47.3
I,9,97,69,32,173.8,61.7,37,63.800000000000004
F,8,98,71,32,175.89999999999998,69.69999999999999,43,56.49999999999999
M,9,100,74,30,212.3,98.8,44.6,59.199999999999996
M,9,103,70,31,184.5,83.7,39.6,54.6
M,8,103,79,27,201.39999999999998,94.39999999999999,49.9,50.4
M,10,105,73,34,192.1,87.6,44.5,55.2
M,7,105,76,25,130,60.6,31,31.8
M,8,106,82,28.000000000000004,150.89999999999998,69.89999999999999,34.300000000000004,42.1
F,8,107,85,27,154.20000000000002,75.3,36.3,35.9
I,8,107,77,36,216.7,99.1,45.9,60.8
I,8,109.00000000000001,84,33,178.7,84.7,43.9,45.6
F,10,109.00000000000001,83,40,271.6,113.39999999999999,63.6,80.60000000000001
F,9,109.00000000000001,77,30,223.70000000000002,108.5,48.9,56.89999999999999
F,10,110.00000000000001,76,33,241,108.60000000000001,58.8,66.9
M,10,110.00000000000001,84,32,268.1,126.49999999999999,62.2,68.8
M,9,113.99999999999999,91,35,204,96.1,42.9,57.99999999999999
M,10,114.99999999999999,88,37,204.99999999999997,101.49999999999999,44.9,49.7
I,10,114.99999999999999,90,26,162.9,80.60000000000001,34.300000000000004,42.6
F,10,115.99999999999999,86,34,296,130.7,64.8,83.1
M,10,117,91,28.999999999999996,190.6,78.9,53.7,51.6
I,8,117,90,30,178.29999999999998,79.5,40.699999999999996,50.6
M,11,120,99,35,260.1,123.9,56.8,65.7
M,9,120,93,33,207.6,99.5,44.1,50.2
M,9,121,95,35,250.5,111.5,61.1,68.60000000000001
M,10,121,95,30,229.99999999999997,114.99999999999999,46.400000000000006,59.4
F,11,122,95,30,222.7,103.89999999999999,51.5,60.099999999999994
F,10,123,91,28.999999999999996,223.1,100.89999999999999,47.599999999999994,63
M,10,124,94,28.999999999999996,217.3,102.2,54.300000000000004,51.300000000000004
M,9,125,99,35,250.8,116.3,57.199999999999996,63.7
M,11,125,98,37,233.8,105.5,50.7,68.8
M,11,127,99,39,234.39999999999998,89,62.3,69.5
F,10,127,95,30,236.90000000000003,106.60000000000001,61.4,58.199999999999996
F,8,128,95,28.000000000000004,214.5,97.89999999999999,45.9,62
M,9,129,100,32,276.3,134.4,65.2,63
M,11,130,105,38,322.5,155.4,73.7,79.3
M,10,130,97,32,347.90000000000003,114.3,55.7,61.5
F,9,131,104,40,309.5,142.6,62.8,93.2
M,10,131,109.00000000000001,38,284.90000000000003,126.49999999999999,66.60000000000001,75.6
F,11,133,103,37,268.1,111.9,58.599999999999994,87.5
F,10,135,106,35,289.29999999999995,135.5,66,77.8
F,9,137,107,35,316.9,143.5,75.5,84.3
F,10,139,110.00000000000001,37,335.8,161,80.30000000000001,79.3
M,11,139,106,38,345.2,152.5,87.2,91
F,13,141,109.00000000000001,36,307.90000000000003,121.50000000000001,73.5,92.9
F,9,144,110.00000000000001,39,414.59999999999997,214.29999999999998,85.3,100.29999999999998
M,11,144,112.00000000000001,36,317.3,138.2,75,88.5
M,11,146,114.99999999999999,42,413.8,185.7,81.8,128.6
I,5,37,27,8,5.4,2.1,1.0999999999999999,1.7999999999999998
I,4,48,36,11,11.1,4.7,2.6,3.5999999999999996
I,7,62,43,15,25.5,11.3,5.5,7.199999999999999
I,6,68,52,17,37.7,16.3,6.7,12
I,7,70,53,16,40,18,8.4,12
I,6,73,54,17,39.4,16.3,6.5,13
I,7,73,55.00000000000001,17,44.6,19.6,7.5,15
I,6,73,54,15,44.3,19,8.9,14.000000000000002
I,8,78,62,21,53.300000000000004,23.7,10.5,16.2
I,6,81,60,18,53.800000000000004,20.599999999999998,13.4,22
I,7,82,63,19,56.10000000000001,22.8,6.9,22
I,7,82,67,21,66.10000000000001,28.1,12.8,21
I,6,83,62,18,56.3,24.9,12.3,17
I,6,83,62,20,56.10000000000001,22.8,11.3,19.5
I,8,83,62,19,62.2,22.5,12.5,23
I,11,84,65,20,73.6,33.5,12.5,22.7
I,8,86,68,20,68.10000000000001,27.900000000000002,13.3,24
I,7,87,67,20,64.9,27,15.7,19.6
I,7,87,66,22,76,30.3,18.9,22
I,8,87,66,21,67,31.2,11.1,21
I,7,87,69,24,64.3,26,11.200000000000001,23.7
I,8,89,66,22,71.6,30.5,13.4,23.7
I,7,93,74,22,89,32.7,19.2,33.2
I,8,94,75,24,97.39999999999999,39.2,19.8,27
I,9,95,68,21,90.7,40.6,16,29.299999999999997
I,7,97,77,26,113.6,50.1,35.6,30.8
I,8,97,72,24,103.1,49.3,20.5,29.4
I,9,97,74,23,91.4,37.7,19.3,30
I,8,99,76,27,101.89999999999999,41.3,23.3,33
I,8,99,76,28.999999999999996,100,41,29.599999999999998,30.099999999999998
I,8,99,75,28.000000000000004,98.8,36.199999999999996,19.5,38.2
I,9,100,76,22,112.1,56.00000000000001,21.2,30
I,11,101,81,26,119.8,44.9,23.5,45
I,8,101,80,28.999999999999996,140.9,66.8,28.499999999999996,41.4
F,10,102,80,24,140.1,69.39999999999999,22.1,39
I,10,103,83,27,142.5,56.99999999999999,30.4,49
I,10,103,84,30,134.5,51.1,26.700000000000003,47
M,8,103,77,22,115.7,50.6,32,28.000000000000004
I,8,104,82,22,103.69999999999999,43.3,18.3,36.8
I,9,104,83,28.000000000000004,127.49999999999999,61.6,26.700000000000003,33.6
I,9,104,79,25,116.10000000000001,48.9,29.2,33
I,7,104,76,23,132.9,65.7,34,28.499999999999996
I,10,104,77,23,116.19999999999999,51.1,31.2,28.599999999999998
I,9,105,83,24,119.19999999999999,56.10000000000001,24,33.900000000000006
I,8,105,81,28.999999999999996,139.3,60.9,30.7,42
I,9,105,80,28.999999999999996,121.9,49.6,31.8,35
I,8,106,86,28.000000000000004,135.4,59.599999999999994,19.3,46
I,9,106,86,32,144.9,64.2,25.5,48
I,9,106,79,26,114.99999999999999,49.4,23,36.6
I,9,106,81,24,126.4,54.300000000000004,29.599999999999998,37.5
I,9,107,91,28.000000000000004,200.3,106,35.3,48.8
F,9,108,85,32,189.1,73.5,40.1,59
I,9,108,79,27,131.1,54.1,31,38.4
I,8,108,78,25,125.1,50.5,31.6,38
I,10,109.00000000000001,85,28.000000000000004,162.9,61,46.2,48.8
I,9,109.00000000000001,86,28.000000000000004,137.4,52.300000000000004,28.1,50
I,10,110.00000000000001,87,28.000000000000004,159.9,59,38.1,47.599999999999994
I,6,110.00000000000001,90,26,160.8,67.5,28.1,46
M,8,111.00000000000001,87,28.000000000000004,149.9,68.2,32.9,42.8
M,8,111.00000000000001,82,25,119.8,46.9,29.299999999999997,38.800000000000004
M,7,111.00000000000001,80,26,141.5,66.4,31.7,36
I,9,111.00000000000001,90,35,147.6,60.8,35.099999999999994,44
M,9,111.00000000000001,91,27,167.4,76.4,34.2,47
I,9,112.00000000000001,89,33,166.4,69.1,35.8,55.800000000000004
F,11,112.99999999999999,89,25,166.1,62.7,35.699999999999996,46
M,7,112.99999999999999,83,25,133.4,60.4,30.9,37
M,11,112.99999999999999,91,31,187.1,84.2,36.6,52
I,9,112.99999999999999,87,28.999999999999996,168.9,79.5,31.6,51
M,9,112.99999999999999,90,32,179,83,39,49.2
I,10,112.99999999999999,92,31,174.3,75.1,43,50
M,11,113.99999999999999,92,31,200.1,90.8,41,53
M,11,113.99999999999999,91,31,166.4,71.7,34.8,55.400000000000006
M,9,113.99999999999999,88,35,188.3,76.1,45.7,56.599999999999994
M,13,113.99999999999999,83,26,176,85.5,39.1,47.599999999999994
F,9,113.99999999999999,88,24,160.60000000000002,76.4,30.5,46.800000000000004
M,9,114.99999999999999,90,26,157,63.6,38.6,45.300000000000004
M,9,114.99999999999999,90,31,195.3,99,42.9,47
M,10,114.99999999999999,87,27,198.4,86.4,44.5,47.8
M,11,114.99999999999999,91,31,202.59999999999997,93.7,41.699999999999996,59
M,10,114.99999999999999,89,28.999999999999996,175.2,75.9,32.300000000000004,54
F,9,114.99999999999999,93,35,219.79999999999998,94.69999999999999,40.400000000000006,70
I,10,114.99999999999999,90,27,174.3,90,32.4,45
I,11,114.99999999999999,90,27,164.9,67.5,42.3,47.8
F,9,114.99999999999999,86,31,159.1,69.69999999999999,38.5,44
M,9,114.99999999999999,95,28.999999999999996,171.4,73.3,34.599999999999994,53.800000000000004
F,9,115.99999999999999,90,39,165.3,80.7,34.599999999999994,45
F,10,115.99999999999999,100,33,185,74,37,60.099999999999994
M,10,115.99999999999999,88,30,209.3,103.60000000000001,43.7,55.900000000000006
I,10,115.99999999999999,88,28.999999999999996,158.1,70.5,32.9,48.4
M,9,115.99999999999999,88,32,165.9,67.30000000000001,40.1,49.7
M,10,119,91,30,177.2,86.3,40.2,44.6
F,11,120,94,27,194,93.10000000000001,39.1,52.800000000000004
M,11,120,92,34,236.10000000000002,91.2,67.4,65.8
M,10,120,95,30,198,77.2,43.9,62.1
F,11,120,93,32,226.6,93.2,57.699999999999996,59.599999999999994
I,10,121,98,33,214.2,96.39999999999999,38.7,70.39999999999999
F,9,121,91,28.999999999999996,172.4,66.8,39.7,60
M,10,121,94,36,223.1,95.8,51.300000000000004,64.2
M,8,122,96,28.000000000000004,206.2,87.5,52.300000000000004,54
F,10,122,92,28.999999999999996,223.70000000000002,95.6,58.9,59.699999999999996
F,8,122,92,31,191.4,85.1,39.5,53
F,11,122,94,33,235.70000000000002,113.19999999999999,55.7,58.8
M,11,123,94,28.999999999999996,205.7,88.7,56.49999999999999,56.99999999999999
M,9,123,94,30,217.49999999999997,99.5,56.599999999999994,53.7
F,12,123,99,32,250.99999999999997,116.3,63.9,64.5
M,10,123,99,40,243.8,112.79999999999998,45.4,77.7
M,11,124,98,32,206.99999999999997,88,50.5,56.99999999999999
M,9,124,98,30,239,92.10000000000001,60.4,71
F,11,124,99,34,212.4,74.4,42.6,68
M,15,124,99,39,302.9,115.8,69.19999999999999,103.89999999999999
M,9,124,94,30,261.8,117.39999999999999,88.1,65
